,Unnamed: 0,dest,orig,1990,1995,2000,2005,2010,2015,2020
1641,25944,FRA,BFA,3831,3955,4079,6972,8208,9096,9997
1642,8577,GAB,BFA,2161,2891,3616,3940,4567,6386,7024
1643,26184,DEU,BFA,563,1296,2029,1608,1245,1277,2396
1644,11074,GHA,BFA,41668,41526,46451,50321,48452,58704,67431
1645,23525,GRC,BFA,5,6,7,44,84,24,35
1646,11263,GIN,BFA,479,552,598,650,698,588,564
1647,18877,HUN,BFA,0,0,0,0,0,5,12
1648,21208,ISL,BFA,0,0,0,1,1,1,0
1649,21437,IRL,BFA,2,5,11,11,9,9,8
1650,23830,ITA,BFA,381,2624,4866,8261,11105,11670,13683
1651,11400,LBR,BFA,388,379,373,223,221,253,195
1652,26372,LIE,BFA,0,0,0,0,1,2,1
1653,26557,LUX,BFA,0,0,0,0,0,0,69
1654,11503,MLT,BFA,23024,20221,20155,22283,43132,53080,62291
1655,10179,NAM,BFA,105,100,94,74,71,69,73
1656,26841,NLD,BFA,91,133,181,283,336,378,413
1657,11652,NER,BFA,9596,13956,18432,18771,19068,19323,24683
1658,22127,NOR,BFA,19,10,11,15,23,31,32
1659,19350,ROU,BFA,0,0,0,0,0,6,64
1660,19704,RUS,BFA,525,568,592,519,436,445,443
1661,11922,SLE,BFA,35,34,33,12,11,11,8
1662,19783,SVK,BFA,0,0,0,0,0,3,1
1663,24707,SVN,BFA,0,0,1,0,4,4,5
1664,24929,ESP,BFA,96,182,347,537,1111,1147,1547
1665,22385,SWE,BFA,26,31,34,49,65,80,89
1666,27095,CHE,BFA,206,317,431,485,570,632,731
1667,12002,TGO,BFA,6133,6908,8781,11391,12075,13641,13765
1668,22632,GBR,BFA,12,52,94,147,154,183,205
1669,34650,AUS,BDI,15,7,30,430,1860,2390,2789
1670,25441,AUT,BDI,53,60,67,74,82,79,99
1671,25693,BEL,BDI,1251,1506,1719,4238,5827,6824,8485
1672,31774,BOL,BDI,0,1,1,1,0,0,0
1673,31996,BRA,BDI,0,0,0,10,22,25,27
1674,18395,BGR,BDI,4,7,9,12,15,15,18
1675,33515,CAN,BDI,489,1389,2323,4374,6225,8418,9119
1676,16322,CYP,BDI,1,2,2,3,3,2,1
1677,18633,CZE,BDI,0,0,0,2,4,5,5
1678,8433,COD,BDI,20203,128458,36692,35973,37626,38377,59145
1679,20432,DNK,BDI,23,132,241,384,503,511,539
1680,28846,DOM,BDI,3,4,4,4,4,3,3
1681,9053,EGY,BDI,47,36,27,32,35,24,35
1682,6720,ERI,BDI,618,1141,1663,1189,864,1044,913
1683,9971,SWZ,BDI,7,132,255,337,360,402,469
1684,6789,ETH,BDI,19,25,35,26,131,180,166
1685,20973,FIN,BDI,3,4,5,24,39,51,76
1686,25945,FRA,BDI,1344,1388,1431,1493,1752,1941,2133
1687,8547,GAB,BDI,52,69,87,95,109,153,166
1688,26185,DEU,BDI,233,331,429,504,564,579,776
1689,23526,GRC,BDI,44,90,137,137,141,132,133
1690,11149,GIN,BDI,0,0,0,0,0,39,36
1691,18878,HUN,BDI,0,0,0,0,0,5,12
1692,21438,IRL,BDI,9,25,56,56,47,48,53
1693,23831,ITA,BDI,101,327,553,780,985,1006,1216
1694,6848,KEN,BDI,99,147,198,2045,4256,8312,15098
1695,21731,LVA,BDI,1,1,1,0,0,1,0
1696,26558,LUX,BDI,0,0,0,0,0,0,98
1697,6963,MWI,BDI,705,5896,5677,5410,5314,6659,10079
1698,7148,MOZ,BDI,615,846,985,1354,1817,5954,8388
1699,10113,NAM,BDI,575,549,511,404,389,380,406
1700,26842,NLD,BDI,222,326,444,2322,2732,2189,2185
1701,22128,NOR,BDI,0,3,58,440,895,1014,1123
1702,19351,ROU,BDI,0,0,0,0,0,2,9
1703,19580,RUS,BDI,171,164,153,141,128,131,129
1704,7266,RWA,BDI,26393,37445,56107,68762,64931,134501,131063
1705,19784,SVK,BDI,0,0,0,0,0,5,4
1706,24708,SVN,BDI,0,0,0,0,3,3,3
1707,10251,ZAF,BDI,2092,1305,1543,3622,5272,6800,7894
1708,24930,ESP,BDI,5,8,103,50,101,107,141
1709,22386,SWE,BDI,65,77,83,1258,2492,2746,3351
1710,27096,CHE,BDI,306,356,408,447,540,582,670
1711,7512,UGA,BDI,48841,46279,14278,15440,20352,44379,50652
1712,22633,GBR,BDI,281,1107,1953,2993,3159,3780,4265
1713,7607,TZ,BDI,232210,310644,628609,461225,111256,175325,222115
1714,7684,ZMB,BDI,0,271,1796,3825,3243,4856,7018
1715,8097,AGO,CPV,3569,4147,4724,6209,7558,8662,9215
1716,31590,ARG,CPV,51,50,49,38,24,24,24
1717,34655,AUS,CPV,20,10,30,30,30,40,42
1718,25442,AUT,CPV,22,25,28,31,34,35,54
1719,25694,BEL,CPV,459,459,445,540,582,735,919
1720,31778,BOL,CPV,0,1,2,56,110,129,141
1721,32001,BRA,CPV,0,0,0,592,1185,1397,1516
1722,18396,BGR,CPV,2,3,4,6,7,6,5
1723,33519,CAN,CPV,48,183,322,246,175,163,175
1724,18634,CZE,CPV,3,5,7,9,11,11,17
1725,10911,CIV,CPV,274,306,318,332,346,361,374
1726,20433,DNK,CPV,5,12,18,22,23,31,35
1727,28850,DOM,CPV,3,4,4,4,4,3,3
1728,20677,EST,CPV,0,0,0,0,0,2,0
1729,20974,FIN,CPV,2,3,4,6,8,11,13
1730,25946,FRA,CPV,16358,16887,17416,18180,20933,23200,25501
1731,23527,GRC,CPV,32,33,34,24,14,13,12
1732,11153,GIN,CPV,98,112,78,54,37,34,31
1733,11317,GNB,CPV,355,466,576,549,521,552,403
1734,18879,HUN,CPV,0,0,0,0,0,5,19
1735,21209,ISL,CPV,19,28,37,40,41,33,54
1736,21439,IRL,CPV,1,2,5,5,4,4,3
1737,23832,ITA,CPV,6799,5918,5037,5598,6260,6054,6366
1738,21732,LVA,CPV,1,1,1,1,1,0,0
1739,26559,LUX,CPV,1148,1278,1422,1234,1060,1617,7108
1740,7149,MOZ,CPV,2500,3439,4001,5495,6262,6491,6819
1741,26843,NLD,CPV,7912,9257,10923,11463,11676,11634,12091
1742,22129,NOR,CPV,163,167,234,251,382,405,406
1743,14498,PHL,CPV,12,16,11,8,128,131,139
1744,24341,PRT,CPV,30179,36695,44701,53008,52513,59532,68299
1745,19352,ROU,CPV,0,0,0,0,0,6,82
1746,19585,RUS,CPV,52,50,47,46,45,45,43
1747,8628,STP,CPV,4250,3343,2488,1956,1538,1363,1220
1748,11887,SLE,CPV,5,4,3,1,6,43,88
1749,24709,SVN,CPV,0,0,0,0,1,4,3
1750,24931,ESP,CPV,1274,1528,2441,3243,4499,4445,5999
1751,22387,SWE,CPV,231,274,294,325,345,356,419
1752,27097,CHE,CPV,1084,1287,1496,1638,1975,2436,2806
1753,11976,TGO,CPV,19,21,23,25,36,40,39
1754,22634,GBR,CPV,45,180,319,699,737,881,993
1755,33882,USA,CPV,14368,20760,27281,30020,33752,40495,36082
1756,31588,ARG,KHM,46,45,44,33,20,20,20
1757,34652,AUS,KHM,20651,23310,24970,27606,31720,34420,38969
1758,25443,AUT,KHM,528,596,663,735,816,815,886
1759,15251,BGD,KHM,12924,13190,13455,16015,18541,19642,19259
1760,25695,BEL,KHM,986,980,950,1277,1384,1444,1502
1761,31998,BRA,KHM,0,0,0,13,28,33,35
1762,18397,BGR,KHM,6,8,9,11,13,11,13
1763,33517,CAN,KHM,17233,17797,18784,20565,23755,23177,25111
1764,30443,CRI,KHM,2,2,2,2,4,3,3
1765,18635,CZE,KHM,4,6,8,15,20,40,60
1766,20434,DNK,KHM,50,90,129,162,186,234,288
1767,28847,DOM,KHM,118,131,144,130,116,121,126
1768,20678,EST,KHM,0,0,0,0,4,9,6
1769,20975,FIN,KHM,62,73,83,157,214,256,320
1770,25947,FRA,KHM,69234,71472,73710,58654,59482,65925,72465
1771,26186,DEU,KHM,1666,1266,865,1583,2171,2227,2987
1772,23528,GRC,KHM,8,9,10,16,22,20,19
1773,11150,GIN,KHM,0,0,0,0,0,9,7
1774,18880,HUN,KHM,65,58,51,63,74,53,88
1775,21210,ISL,KHM,1,2,2,3,4,1,1
1776,21440,IRL,KHM,2,5,12,13,11,11,11
1777,23833,ITA,KHM,41,167,292,807,1299,1315,1385
1778,13567,JPN,KHM,1171,1461,1761,2531,2683,3383,4199
1779,14304,LAO,KHM,1398,1362,1197,1119,2273,3428,3667
1780,26373,LIE,KHM,0,0,0,0,3,4,2
1781,21927,LTU,KHM,0,0,0,0,0,5,4
1782,26560,LUX,KHM,0,0,0,0,0,0,69
1783,14361,MYS,KHM,747,1770,3413,8592,12679,15461,16384
1784,26844,NLD,KHM,261,384,522,631,676,733,821
1785,35342,NCL,KHM,482,558,635,676,718,551,584
1786,34918,NZL,KHM,4114,3575,4643,5600,6263,6826,7931
1787,22130,NOR,KHM,107,155,173,222,328,405,472
1788,14496,PHL,KHM,7528,10130,186,150,38,39,40
1789,19106,POL,KHM,31,26,23,24,27,25,33
1790,13733,KOR,KHM,3,20,44,4552,10863,41049,54573
1791,19353,ROU,KHM,0,0,0,0,0,3,14
1792,19582,RUS,KHM,227,190,148,131,112,114,112
1793,19785,SVK,KHM,0,0,0,0,0,8,10
1794,24710,SVN,KHM,0,0,0,0,2,6,3
1795,24932,ESP,KHM,5,8,103,50,82,95,125
1796,22388,SWE,KHM,254,302,324,379,468,557,717
1797,27098,CHE,KHM,1637,1716,1803,1988,2381,2393,2533
1798,14687,THA,KHM,73756,102948,153382,369213,611508,666096,691776
1799,22635,GBR,KHM,97,385,680,883,931,1113,1255
1800,33879,USA,KHM,118833,129616,140456,147478,159212,181502,154891
1801,14845,VNM,KHM,21150,34400,15945,2357,1928,990,1043
1802,34653,AUS,CMR,68,55,70,130,270,450,548
1803,25444,AUT,CMR,360,407,453,501,557,639,793
1804,25696,BEL,CMR,2109,2173,2174,4528,9675,16056,21165
1805,31776,BOL,CMR,1,2,2,6,10,13,13
1806,31999,BRA,CMR,0,0,0,69,139,163,175
1807,18398,BGR,CMR,1,3,4,6,8,13,24
1808,33518,CAN,CMR,302,1275,2278,5392,8105,18456,19996
1809,8303,TCD,CMR,30992,33673,36353,25161,29798,30702,35635
1810,8363,COG,CMR,3464,4003,5614,3570,8502,11300,11225
1811,30444,CRI,CMR,8,6,7,6,10,9,11
1812,16323,CYP,CMR,14,20,26,39,59,54,1885
1813,18636,CZE,CMR,1,2,3,44,81,99,131
1814,20435,DNK,CMR,31,84,137,347,530,717,846
1815,28848,DOM,CMR,3,4,4,13,23,23,23
1816,32342,ECU,CMR,15,17,19,23,36,45,46
1817,9055,EGY,CMR,135,109,92,110,119,82,126
1818,8489,GNQ,CMR,202,268,333,486,638,798,957
1819,20679,EST,CMR,0,0,0,0,2,16,80
1820,20976,FIN,CMR,6,15,24,284,474,759,1094
1821,25948,FRA,CMR,36846,38038,39229,63768,76324,84591,92983
1822,8548,GAB,CMR,15661,20944,26199,28544,33089,46269,50906
1823,26187,DEU,CMR,2178,5590,9001,12888,16025,16447,22074
1824,11035,GHA,CMR,61,61,68,96,95,116,132
1825,23529,GRC,CMR,188,308,434,453,490,460,1545
1826,11151,GIN,CMR,0,0,0,0,0,196,187
1827,18881,HUN,CMR,6,71,136,168,201,249,322
1828,21211,ISL,CMR,1,2,2,3,4,7,5
1829,21441,IRL,CMR,67,185,405,405,339,346,395
1830,23834,ITA,CMR,254,1861,3468,7462,11165,11285,15613
1831,21733,LVA,CMR,1,1,1,1,2,1,4
1832,26374,LIE,CMR,0,0,0,0,5,5,3
1833,21928,LTU,CMR,0,0,0,0,0,7,30
1834,26561,LUX,CMR,58,55,53,45,39,59,1234
1835,11457,MLT,CMR,592,618,567,2323,1445,1778,2084
1836,11559,MRT,CMR,350,373,385,389,273,392,428
1837,30921,MEX,CMR,5,5,6,22,40,41,44
1838,10114,NAM,CMR,175,167,156,123,118,115,122
1839,26845,NLD,CMR,431,634,859,1766,1886,1842,1992
1840,11641,NER,CMR,265,329,397,405,412,417,531
1841,11702,NGA,CMR,10242,10384,10943,21748,22214,26893,52489
1842,22131,NOR,CMR,121,149,197,365,543,677,814
1843,19107,POL,CMR,14,11,10,23,48,35,47
1844,24342,PRT,CMR,16,35,57,66,65,73,82
1845,19354,ROU,CMR,0,0,0,0,2,36,367
1846,19583,RUS,CMR,738,624,488,412,328,334,332
1847,11813,SEN,CMR,837,875,792,852,953,1014,1050
1848,19786,SVK,CMR,0,0,0,0,0,10,15
1849,24711,SVN,CMR,0,0,3,1,7,17,21
1850,10252,ZAF,CMR,2303,1436,992,1365,1987,2562,2974
1851,24933,ESP,CMR,428,685,1239,3321,5860,5178,6990
1852,22389,SWE,CMR,84,100,108,592,1311,1320,1703
1853,27099,CHE,CMR,2245,3555,4879,5473,6439,7103,8044
1854,11974,TGO,CMR,334,376,423,476,619,697,702
1855,9482,TUN,CMR,0,0,0,0,555,715,758
1856,22636,GBR,CMR,451,1773,3125,6197,6541,7828,8834
1857,33880,USA,CMR,3161,7562,12063,20699,30195,49251,70087
1858,7685,ZMB,CMR,10,13,18,66,243,214,299
1859,23139,ALB,CAN,1151,1244,1337,1128,920,906,849
1861,27942,ATG,CAN,218,287,356,382,408,434,453
1862,31589,ARG,CAN,796,953,1110,820,528,530,535
1863,34654,AUS,CAN,27452,27916,30240,36244,44530,52590,58843
1864,25445,AUT,CAN,1402,1582,1761,1953,2170,2242,2613
1865,28121,BHS,CAN,730,1040,1351,1399,1446,1567,1679
1866,28238,BRB,CAN,668,729,791,721,656,689,695
1867,18268,BLR,CAN,85,123,160,154,148,155,152
1868,25697,BEL,CAN,2638,3302,3871,4358,4792,4917,5075
1869,30357,BLZ,CAN,542,515,487,596,685,807,914
1870,33408,BMU,CAN,2295,2437,2183,2211,2233,2154,2032
1871,15317,BTN,CAN,17,20,23,29,35,37,37
1872,31777,BOL,CAN,1765,1728,1672,1430,1185,1381,1536
1874,9888,BWA,CAN,112,104,106,210,161,174,185
1875,32000,BRA,CAN,970,1113,1256,1425,1574,1855,2014
1876,28401,VGB,CAN,120,142,163,187,210,240,272
1877,18399,BGR,CAN,17,64,111,167,220,484,753
1878,14161,KHM,CAN,20,53,85,66,47,42,43
1879,8160,CMR,CAN,0,0,0,179,143,178,207
1880,28476,CYM,CAN,422,806,1393,1304,1332,1451,1619
1881,8232,CAF,CAN,19,157,281,220,216,186,195
1882,13246,CHN,CAN,950,1797,2731,3948,4987,6151,6691
1883,13314,HKG,CAN,8414,11844,15273,14797,14357,14672,15298
1884,32255,COL,CAN,682,731,780,782,1033,1350,1715
1885,30445,CRI,CAN,810,754,1074,705,1389,1408,1689
1886,23334,HRV,CAN,473,468,413,706,998,1004,943
1887,28579,CUB,CAN,135,102,64,54,44,34,25
1888,28664,CUW,CAN,0,0,0,0,84,90,103
1889,16324,CYP,CAN,374,529,684,1029,1578,1449,1494
1890,18637,CZE,CAN,121,181,241,409,539,766,1015
1891,13495,PRK,CAN,149,179,209,255,301,331,337
1892,20436,DNK,CAN,2175,2519,2862,3191,3369,3607,4008
1893,28755,DMA,CAN,67,88,105,129,158,184,186
1894,28849,DOM,CAN,3562,3957,4351,2757,1158,1215,1267
1895,32343,ECU,CAN,806,889,971,1162,1850,2341,2447
1896,9056,EGY,CAN,331,382,464,552,594,408,636
1897,30632,SLV,CAN,508,379,249,242,235,245,248
1898,20680,EST,CAN,29,45,60,87,114,122,209
1899,9972,SWZ,CAN,4,4,12,15,19,19,17
1900,20867,FRO,CAN,3,6,5,8,14,13,15
1901,20977,FIN,CAN,960,977,993,1249,1445,1481,1655
1902,25949,FRA,CAN,16520,17054,17588,22661,24169,26786,29442
1903,36692,PYF,CAN,114,125,134,140,135,128,128
1904,8549,GAB,CAN,90,121,151,164,190,266,291
1905,26188,DEU,CAN,9241,10444,11647,14007,15863,16280,21849
1906,11036,GHA,CAN,147,147,164,231,230,283,323
1907,23530,GRC,CAN,14677,13411,12366,12627,13354,12584,12862
1908,33740,GRL,CAN,12,10,11,23,10,15,14
1909,28983,GRD,CAN,85,145,205,215,225,227,225
1911,30725,GTM,CAN,272,262,251,298,345,379,426
1912,11152,GIN,CAN,297,342,239,167,116,46,42
1913,11316,GNB,CAN,37,48,58,56,54,57,41
1914,32588,GUY,CAN,92,147,202,272,212,224,235
1915,29118,HTI,CAN,628,596,566,537,563,591,617
1916,30823,HND,CAN,264,262,259,254,249,349,355
1917,18882,HUN,CAN,226,824,1422,1746,2084,2228,2914
1918,21212,ISL,CAN,145,170,195,216,231,277,366
1919,15392,IND,CAN,6474,4242,2009,3637,4883,4550,4255
1920,14235,IDN,CAN,286,189,92,983,1938,2144,2253
1921,21442,IRL,CAN,371,1313,2976,4461,5211,5323,6102
1922,21651,IMN,CAN,104,119,133,167,198,157,158
1923,16670,ISR,CAN,4777,5666,6238,7019,7885,8132,7896
1924,23835,ITA,CAN,10188,8234,6280,15908,25581,24556,25202
1925,29190,JAM,CAN,1140,1277,1414,1378,1342,1313,1338
1926,13568,JPN,CAN,4910,7325,10089,9427,9995,9538,10869
1927,16779,JOR,CAN,241,319,396,298,614,253,326
1928,21734,LVA,CAN,42,64,87,119,148,120,177
1929,11376,LBR,CAN,247,241,238,107,49,56,42
1930,9228,LBY,CAN,946,1509,2098,2312,2537,2841,3041
1931,26375,LIE,CAN,0,0,0,0,13,15,16
1932,21929,LTU,CAN,66,74,57,49,36,29,38
1933,26562,LUX,CAN,229,217,208,180,155,236,785
1934,15531,MDV,CAN,12,46,78,66,80,94,101
1935,24058,MLT,CAN,1385,1622,1603,1519,1493,2440,5317
1936,11560,MRT,CAN,46,49,50,51,35,50,53
1937,7026,MUS,CAN,36,27,34,32,32,36,35
1938,30922,MEX,CAN,3100,5063,7245,8250,10210,9475,10394
1939,13655,MNG,CAN,26,28,32,74,125,154,164
1940,24183,MNE,CAN,0,0,0,0,66,69,68
1942,10115,NAM,CAN,279,266,248,196,188,184,196
1943,26846,NLD,CAN,6485,7185,8136,8788,9131,9664,10955
1944,34934,NZL,CAN,6566,7238,7563,8601,9350,9950,14974
1945,31059,NIC,CAN,185,147,180,219,234,252,262
1946,22132,NOR,CAN,2126,2121,2242,2330,2771,3028,3354
1947,31161,PAN,CAN,140,280,438,900,1545,1808,2171
1948,35407,PNG,CAN,358,366,274,274,232,235,235
1949,32652,PRY,CAN,1418,1999,2575,2453,2337,2281,2471
1950,32724,PER,CAN,762,764,893,1049,2063,3062,5714
1951,14497,PHL,CAN,628,845,1872,1515,5480,5565,5922
1952,19108,POL,CAN,2207,1887,1614,2301,3061,2915,3891
1953,24343,PRT,CAN,4262,5657,7283,7470,6417,7275,8344
1954,29382,PRI,CAN,231,244,259,202,121,119,51
1955,13734,KOR,CAN,513,1818,3703,7358,13922,11589,19435
1956,19355,ROU,CAN,28,82,138,100,78,118,760
1957,19584,RUS,CAN,394,396,385,470,547,558,556
1958,29593,LCA,CAN,107,143,197,247,269,257,245
1960,29741,VCT,CAN,143,148,154,158,166,172,173
1961,36817,WSM,CAN,16,15,14,12,11,9,7
1962,24570,SRB,CAN,1,19,259,641,627,612,622
1963,11886,SLE,CAN,38,37,36,21,19,19,16
1964,14632,SGP,CAN,717,816,996,2339,3814,4375,4445
1965,29806,SXM,CAN,0,0,0,18,37,38,39
1966,19787,SVK,CAN,40,144,288,324,363,480,613
1967,24712,SVN,CAN,274,246,345,379,392,389,390
1968,10253,ZAF,CAN,2877,2292,2392,3147,4581,5908,6859
1969,24934,ESP,CAN,2236,2642,4185,4961,5698,6922,9343
1970,15716,LKA,CAN,2,31,61,122,247,250,251
1971,22390,SWE,CAN,1791,2126,2280,2524,2939,3379,4205
1972,27100,CHE,CAN,6669,7502,8364,9353,11038,11403,12189
1973,12764,TJK,CAN,77,62,54,51,50,49,47
1974,14688,THA,CAN,917,826,907,773,695,745,779
1975,11975,TGO,CAN,18,20,23,26,42,48,47
1976,29886,TTO,CAN,963,874,947,1016,1716,1777,1972
1977,17408,TUR,CAN,345,835,1329,1375,1417,1404,1959
1978,29951,TCA,CAN,162,284,406,427,448,462,521
1979,7513,UGA,CAN,98,92,243,235,237,239,221
1980,22637,GBR,CAN,63555,66277,70115,70486,74418,89069,100538
1981,7608,TZ,CAN,184,234,247,275,282,294,261
1982,33881,USA,CAN,744830,793278,841612,842344,868967,830628,793897
1983,32896,URY,CAN,427,389,355,328,304,313,372
1984,32974,VEN,CAN,981,977,964,1016,1083,1136,1070
1985,14846,VNM,CAN,26,77,201,544,1205,1454,1532
1986,7686,ZMB,CAN,227,188,157,177,200,176,246
1987,34656,AUS,CYM,3,1,20,40,80,130,160
1988,25446,AUT,CYM,0,0,0,0,0,3,6
1989,28122,BHS,CYM,9,9,9,15,21,23,23
1990,25698,BEL,CYM,0,0,0,0,0,1,0
1991,18400,BGR,CYM,0,1,1,2,2,3,3
1992,33520,CAN,CYM,96,91,89,230,240,268,289
1993,30446,CRI,CYM,8,6,6,5,9,8,9
1994,18638,CZE,CYM,0,0,0,0,0,1,0
1995,23531,GRC,CYM,15,12,10,5,0,0,0
1996,30824,HND,CYM,68,68,67,66,64,90,91
1997,18883,HUN,CYM,0,0,0,0,0,1,2
1998,21443,IRL,CYM,5,13,29,29,24,25,26
1999,26847,NLD,CYM,0,0,0,0,13,15,19
2000,22133,NOR,CYM,0,0,0,0,1,5,3
2001,19356,ROU,CYM,0,0,0,0,0,1,2
2002,29594,LCA,CYM,2,2,4,7,11,10,8
2003,19788,SVK,CYM,0,0,0,0,0,2,1
2004,22638,GBR,CYM,150,591,1043,891,939,1123,1266
2005,34657,AUS,CAF,6,3,10,10,20,30,42
2006,25447,AUT,CAF,16,18,20,22,24,21,26
2007,25699,BEL,CAF,190,187,182,270,300,411,498
2008,31779,BOL,CAF,0,0,0,28,56,66,71
2009,32002,BRA,CAF,0,0,0,5,12,13,13
2010,8161,CMR,CAF,0,0,0,14607,105626,271319,303005
2011,33521,CAN,CAF,14,92,173,256,235,1048,1134
2012,8304,TCD,CAF,8067,8765,9463,63523,75231,87583,101662
2013,8364,COG,CAF,10616,11844,16245,14620,24601,32696,32481
2014,30447,CRI,CAF,5,4,4,4,6,5,6
2015,16325,CYP,CAF,4,6,7,10,15,13,13
2016,18639,CZE,CAF,1,1,1,1,0,0,0
2017,8434,COD,CAF,0,0,0,0,0,253402,323269
2018,20437,DNK,CAF,1,2,2,6,9,24,30
2019,28851,DOM,CAF,6,7,7,68,129,135,140
2020,9057,EGY,CAF,51,45,43,51,55,37,57
2021,20681,EST,CAF,0,0,0,0,1,0,0
2022,20978,FIN,CAF,0,1,2,2,2,3,7
2023,25950,FRA,CAF,8492,8767,9041,14600,15699,17399,19125
2024,23532,GRC,CAF,42,66,91,247,417,392,399
2025,11154,GIN,CAF,0,0,0,0,0,18,16
2026,18884,HUN,CAF,4,5,6,7,7,6,14
2027,21444,IRL,CAF,1,4,9,9,8,8,7
2028,23836,ITA,CAF,6,35,63,151,241,223,290
2029,21735,LVA,CAF,1,1,2,1,1,0,0
2030,26563,LUX,CAF,0,0,0,0,0,0,35
2031,11458,MLT,CAF,283,295,271,1110,760,1200,1299
2032,26848,NLD,CAF,14,20,29,43,58,59,76
2033,22134,NOR,CAF,0,0,0,0,7,19,26
2034,19357,ROU,CAF,0,0,0,0,0,1,28
2035,19586,RUS,CAF,131,132,129,110,90,91,89
2036,11814,SEN,CAF,0,3,3,13,19,668,723
2037,19789,SVK,CAF,0,0,0,0,0,2,1
2038,24713,SVN,CAF,12,25,0,0,3,34,1
2039,10254,ZAF,CAF,118,73,50,65,94,121,140
2040,7447,SSD,CAF,0,0,0,0,5166,4574,4690
2041,24935,ESP,CAF,13,20,241,116,142,162,217
2042,9417,SDN,CAF,17911,18271,18639,20771,16064,13489,25962
2043,22391,SWE,CAF,8,10,11,55,79,103,161
2044,27101,CHE,CAF,120,133,147,158,195,202,234
2045,11977,TGO,CAF,179,201,226,254,333,375,377
2046,22639,GBR,CAF,42,169,299,217,228,272,304
2047,8098,AGO,TCD,12,14,16,22,27,31,1889
2048,34659,AUS,TCD,15,12,40,40,60,70,63
2049,25448,AUT,TCD,7,8,9,9,10,21,18
2050,16224,BHR,TCD,140,154,169,256,401,434,562
2051,25700,BEL,TCD,202,202,196,304,362,496,545
2052,10711,BEN,TCD,143,198,253,514,780,969,1042
2053,31781,BOL,TCD,6,4,1,1,0,0,0
2054,18401,BGR,TCD,1,2,3,4,5,5,4
2055,8162,CMR,TCD,95527,88874,82221,70899,49629,33968,27852
2056,33523,CAN,TCD,106,356,614,668,750,1585,1716
2057,8233,CAF,TCD,10010,13169,15183,11850,11638,10026,10608
2058,8365,COG,TCD,3239,3743,5249,3338,7949,10565,10494
2059,18640,CZE,TCD,2,3,4,6,7,6,4
2060,20438,DNK,TCD,1,2,2,9,14,17,25
2061,28852,DOM,TCD,3,4,4,4,4,3,3
2062,9059,EGY,TCD,305,264,244,290,312,215,334
2063,20979,FIN,TCD,1,2,3,5,7,7,11
2064,25951,FRA,TCD,2554,2637,2719,6219,6966,7719,8484
2065,8550,GAB,TCD,1398,1870,2339,2550,2955,4132,4543
2066,26189,DEU,TCD,265,281,297,275,255,262,909
2067,11038,GHA,TCD,8,8,9,13,13,15,15
2068,23533,GRC,TCD,18,21,24,22,19,17,16
2069,11156,GIN,TCD,0,0,0,0,0,389,372
2070,18885,HUN,TCD,2,2,1,1,1,1,5
2071,21213,ISL,TCD,0,0,0,0,0,0,1
2072,21445,IRL,TCD,2,5,12,12,10,10,9
2073,23837,ITA,TCD,17,71,124,344,533,526,578
2074,16781,JOR,TCD,4,18,32,24,50,21,25
2075,16902,KWT,TCD,870,697,795,859,1138,1305,1414
2076,9230,LBY,TCD,871,744,631,697,766,858,918
2077,26564,LUX,TCD,0,0,0,0,0,0,12
2078,11459,MLT,TCD,0,0,0,0,482,593,694
2079,11561,MRT,TCD,47,50,51,52,36,51,54
2080,26849,NLD,TCD,28,40,56,103,101,88,99
2081,11642,NER,TCD,1443,1077,720,734,746,756,1459
2082,11703,NGA,TCD,11111,11265,11871,23593,24099,29175,31261
2083,22135,NOR,TCD,7,9,7,16,23,24,31
2084,17131,QAT,TCD,10484,9228,6597,2582,663,512,520
2085,19358,ROU,TCD,0,0,0,0,0,2,29
2086,19588,RUS,TCD,161,139,112,131,149,152,150
2087,11888,SLE,TCD,0,3,1,1,1,0,0
2088,19790,SVK,TCD,8,43,91,103,116,139,133
2089,24714,SVN,TCD,0,0,0,1,0,1,0
2090,7448,SSD,TCD,0,0,0,0,5327,5184,5315
2091,24936,ESP,TCD,7,11,141,68,95,122,163
2092,9418,SDN,TCD,196164,85807,72615,80942,80202,74514,103065
2093,22392,SWE,TCD,22,26,28,39,52,63,136
2094,27102,CHE,TCD,157,186,216,235,286,291,310
2095,11978,TGO,TCD,342,385,433,487,633,713,718
2096,17554,ARE,TCD,1063,1361,1739,2094,4493,4909,5350
2097,22640,GBR,TCD,25,101,180,245,258,307,345
2103,23197,AND,CHL,68,63,58,148,230,214,229
2104,31592,ARG,CHL,223528,214736,205945,195338,184687,213119,215198
2105,34660,AUS,CHL,29145,27782,26080,26866,28280,30180,34316
2106,25449,AUT,CHL,693,782,870,965,1072,1153,1384
2107,28124,BHS,CHL,9,8,8,20,32,35,36
2108,25701,BEL,CHL,4908,4983,4912,4499,4002,4223,4350
2109,31782,BOL,CHL,4807,4622,4388,4230,4063,4731,5268
2110,32003,BRA,CHL,22243,19708,17172,16352,15300,18036,19596
2111,18402,BGR,CHL,3,7,10,15,19,20,27
2112,33524,CAN,CHL,21945,23182,24970,24756,25195,26541,28757
2113,32256,COL,CHL,1859,1810,1761,1604,2344,3388,4732
2114,30449,CRI,CHL,1490,1127,1327,870,1715,1739,2086
2115,23335,HRV,CHL,122,110,87,106,125,126,117
