country,year,population,Dem index,gdp
KHM,1987,8198082,,
KHM,1988,8435909,,
KHM,1989,8691331,,
KHM,1990,8975597,,
KHM,1991,9289298,,
KHM,1992,9623899,,
KHM,1993,9970727,,2533727592
KHM,1994,10317901,,2791435272
KHM,1995,10656145,,3441205693
KHM,1996,10982919,,3506695720
KHM,1997,11298594,,3443413389
KHM,1998,11600510,,3120425503
KHM,1999,11886464,,3517242477
KHM,2000,12155241,,3654031716
KHM,2001,12405411,,3984000517
KHM,2002,12637719,,4284028483
KHM,2003,12856171,,4658246918
KHM,2004,13066475,,5337833248
KHM,2005,13273355,,6293046162
KHM,2006,13477705,4.77,7274595707
KHM,2007,13679953,,8639235842
KHM,2008,13883835,4.87,10351914093
KHM,2009,14093605,,10401851851
KHM,2010,14312205,4.87,11242275199
KHM,2011,14541421,4.87,12829541141
KHM,2012,14780454,4.96,14054443213
KHM,2013,15026330,4.6,15227991395
KHM,2014,15274506,4.78,16702610842
KHM,2015,15521435,4.27,18049954289
KHM,2016,15766290,4.27,20016747754
KHM,2017,16009413,3.63,22177200512
KHM,2018,16249795,3.59,24571753583
KHM,2019,16486542,3.53,27089389787
KHM,2020,,3.1,
KHM,2021,,2.9,
CMR,1960,5176920,,614206071
CMR,1961,5285015,,652777613.6
CMR,1962,5398730,,694247725.5
CMR,1963,5518104,,718320701.4
CMR,1964,5643039,,776650126.2
CMR,1965,5773538,,814083378.5
CMR,1966,5909874,,851112662.7
CMR,1967,6052419,,936175404.6
CMR,1968,6201410,,1046191192
CMR,1969,6357096,,1100551379
CMR,1970,6519754,,1151217147
CMR,1971,6689659,,1236941201
CMR,1972,6867170,,1498252050
CMR,1973,7052847,,1901393216
CMR,1974,7247284,,2157415246
CMR,1975,7451057,,2857037371
CMR,1976,7664398,,2898089929
CMR,1977,7887571,,3394663844
CMR,1978,8121081,,4662851757
CMR,1979,8365560,,5919004207
CMR,1980,8621409,,6674567625
CMR,1981,8888534,,6610937473
CMR,1982,9166813,,6611255018
CMR,1983,9456496,,6870200659
CMR,1984,9757849,,7311937457
CMR,1985,10070806,,8544809794
CMR,1986,10395481,,11857056336
CMR,1987,10731058,,13049658331
CMR,1988,11075423,,12236058143
CMR,1989,11425807,,11012566161
CMR,1990,11780086,,12314482085
CMR,1991,12137912,,11840192674
CMR,1992,12499499,,12071775381
CMR,1993,12864091,,16181813512
CMR,1994,13230978,,8902446188
CMR,1995,13599984,,10864773037
CMR,1996,13970812,,11093539497
CMR,1997,14344444,,10789457915
CMR,1998,14723772,,11298144512
CMR,1999,15112598,,11565827386
CMR,2000,15513944,,10566578953
CMR,2001,15928910,,10953485244
CMR,2002,16357605,,12417251816
CMR,2003,16800869,,15970315751
CMR,2004,17259322,,18826215278
CMR,2005,17733408,,19509850837
CMR,2006,18223677,3.27,20910513975
CMR,2007,18730283,,23928251334
CMR,2008,19252674,3.46,27715144580
CMR,2009,19789922,,27932971683
CMR,2010,20341236,3.41,27507499709
CMR,2011,20906392,3.41,30630912185
CMR,2012,21485267,3.44,30155064574
CMR,2013,22077300,3.41,33728622819
CMR,2014,22681853,3.41,36386546918
CMR,2015,23298376,3.66,32210232912
CMR,2016,23926549,3.46,33814337900
CMR,2017,24566070,3.61,36098550142
CMR,2018,25216261,3.28,39973839065
CMR,2019,25876387,2.85,39670977333
CMR,2020,,2.77,
CMR,2021,,2.56,
CAN,1960,17909009,,40461721693
CAN,1961,18271000,,40934952064
CAN,1962,18614000,,42227447632
CAN,1963,18964000,,45029988561
CAN,1964,19325000,,49377522897
CAN,1965,19678000,,54515179581
CAN,1966,20048000,,61088384037
CAN,1967,20412000,,65668655501
CAN,1968,20744000,,71829810520
CAN,1969,21028000,,79148411662
CAN,1970,21324000,,87896095320
CAN,1971,21962032,,99271961775
CAN,1972,22218463,,1.13083E+11
CAN,1973,22491777,,1.31322E+11
CAN,1974,22807969,,1.60409E+11
CAN,1975,23143275,,1.73834E+11
CAN,1976,23449808,,2.06576E+11
CAN,1977,23725843,,2.11612E+11
CAN,1978,23963203,,2.18633E+11
CAN,1979,24201544,,2.43072E+11
CAN,1980,24515667,,2.73854E+11
CAN,1981,24819915,,3.06215E+11
CAN,1982,25116942,,3.13507E+11
CAN,1983,25366451,,3.40548E+11
CAN,1984,25607053,,3.55373E+11
CAN,1985,25842116,,3.64756E+11
CAN,1986,26100278,,3.77438E+11
CAN,1987,26446601,,4.31317E+11
CAN,1988,26791747,,5.07354E+11
CAN,1989,27276781,,5.65056E+11
CAN,1990,27691138,,5.9393E+11
CAN,1991,28037420,,6.10328E+11
CAN,1992,28371264,,5.92388E+11
CAN,1993,28684764,,5.77171E+11
CAN,1994,29000663,,5.78139E+11
CAN,1995,29302311,,6.04032E+11
CAN,1996,29610218,,6.28546E+11
CAN,1997,29905948,,6.54987E+11
CAN,1998,30155173,,6.34E+11
CAN,1999,30401286,,6.78412E+11
CAN,2000,30685730,,7.44773E+11
CAN,2001,31020902,,7.38982E+11
CAN,2002,31360079,,7.60649E+11
CAN,2003,31644028,,8.95541E+11
CAN,2004,31940655,,1.02669E+12
CAN,2005,32243753,,1.17311E+12
CAN,2006,32571174,9.07,1.31926E+12
CAN,2007,32889025,,1.46882E+12
CAN,2008,33247118,9.07,1.55299E+12
CAN,2009,33628895,,1.37463E+12
CAN,2010,34004889,9.08,1.61734E+12
CAN,2011,34339328,9.08,1.79333E+12
CAN,2012,34714222,9.08,1.82837E+12
CAN,2013,35082954,9.08,1.8466E+12
CAN,2014,35437435,9.08,1.80575E+12
CAN,2015,35702908,9.08,1.55651E+12
CAN,2016,36109487,9.15,1.52799E+12
CAN,2017,36545236,9.15,1.64927E+12
CAN,2018,37065084,9.15,1.72533E+12
CAN,2019,37601230,9.22,1.74202E+12
CAN,2020,,9.24,
CAN,2021,,8.87,
CYM,1960,7870,,
CYM,1961,8024,,
CYM,1962,8141,,
CYM,1963,8219,,
CYM,1964,8299,,
CYM,1965,8370,,
CYM,1966,8444,,
CYM,1967,8518,,
CYM,1968,8638,,
CYM,1969,8833,,
CYM,1970,9143,,
CYM,1971,9588,,
CYM,1972,10135,,
CYM,1973,10778,,
CYM,1974,11488,,
CYM,1975,12234,,
CYM,1976,13023,,
CYM,1977,13848,,
CYM,1978,14681,,
CYM,1979,15485,,
CYM,1980,16207,,
CYM,1981,16857,,
CYM,1982,17436,,
CYM,1983,18005,,
CYM,1984,18662,,
CYM,1985,19460,,
CYM,1986,20426,,
CYM,1987,21539,,
CYM,1988,22775,,
CYM,1989,24028,,
CYM,1990,25307,,
CYM,1991,26540,,
CYM,1992,27784,,
CYM,1993,29068,,
CYM,1994,30521,,
CYM,1995,32161,,
CYM,1996,34065,,
CYM,1997,36155,,
CYM,1998,38330,,
CYM,1999,40423,,
CYM,2000,42305,,
CYM,2001,43934,,
CYM,2002,45347,,
CYM,2003,46624,,
CYM,2004,47899,,
CYM,2005,49261,,
CYM,2006,50729,,4200439499
CYM,2007,52280,,4466438823
CYM,2008,53835,,4586114070
CYM,2009,55321,,4281868766
CYM,2010,56672,,4156990816
CYM,2011,57877,,4186223865
CYM,2012,58963,,4291158968
CYM,2013,59933,,4405954696
CYM,2014,60848,,4563017852
CYM,2015,61721,,4708336756
CYM,2016,62564,,4909498943
CYM,2017,63382,,5166467287
CYM,2018,64172,,5530377593
CYM,2019,64948,,5943589096
CAF,1960,1501668,,112155598.9
CAF,1961,1526057,,123134584.5
CAF,1962,1551908,,124482748.9
CAF,1963,1579375,,129379097.9
CAF,1964,1608618,,142025069.5
CAF,1965,1639706,,150574816.3
CAF,1966,1673019,,157930041.9
CAF,1967,1708306,,163820538.9
CAF,1968,1744198,,191767437
CAF,1969,1778870,,188039191.3
CAF,1970,1811157,,189106554.5
CAF,1971,1840517,,201450768.4
CAF,1972,1867786,,230317908
CAF,1973,1894850,,271183061.4
CAF,1974,1924386,,281398668.2
CAF,1975,1958367,,378660016.3
CAF,1976,1997017,,451152450
CAF,1977,2039914,,507298120.7
CAF,1978,2087662,,610578523.8
CAF,1979,2140778,,700764892.7
CAF,1980,2199359,,797048028.8
CAF,1981,2264441,,694803502.7
CAF,1982,2335339,,748312283.7
CAF,1983,2408322,,658679394.9
CAF,1984,2478382,,637820620.7
CAF,1985,2542170,,864849765.1
CAF,1986,2597765,,1122265026
CAF,1987,2646836,,1200991826
CAF,1988,2693974,,1264899368
CAF,1989,2745735,,1233930277
CAF,1990,2806740,,1440711396
CAF,1991,2878507,,1377375031
CAF,1992,2959236,,1411917558
CAF,1993,3046148,,1278781167
CAF,1994,3135017,,851174350.6
CAF,1995,3222662,,1115389732
CAF,1996,3308235,,1007791186
CAF,1997,3392432,,937741468
CAF,1998,3475485,,967338348.7
CAF,1999,3558019,,999477510.7
CAF,2000,3640421,,916777282.7
CAF,2001,3722016,,932648604.4
CAF,2002,3802129,,996068145.6
CAF,2003,3881185,,1142315522
CAF,2004,3959883,,1272360517
CAF,2005,4038380,,1337894380
CAF,2006,4118075,1.61,1461859763
CAF,2007,4198004,,1699811293
CAF,2008,4273368,1.86,1993407887
CAF,2009,4337623,,2067381664
CAF,2010,4386765,1.82,2142591376
CAF,2011,4418639,1.82,2437982840
CAF,2012,4436411,1.99,2510126699
CAF,2013,4447945,1.49,1691544192
CAF,2014,4464171,1.49,1894813505
CAF,2015,4493171,1.57,1695825708
CAF,2016,4537683,1.61,1825018191
CAF,2017,4596023,1.52,2072349974
CAF,2018,4666375,1.52,2220978978
CAF,2019,4745179,1.32,2221301401
CAF,2020,,1.32,
CAF,2021,,1.43,
TCD,1960,3001604,,313582729.4
TCD,1961,3060365,,333975338.8
TCD,1962,3121226,,357635713.9
TCD,1963,3183576,,371767002.7
TCD,1964,3246527,,392247517.6
TCD,1965,3309583,,416926303
TCD,1966,3372182,,432794922.5
TCD,1967,3434817,,449826323
TCD,1968,3499370,,453980096.6
TCD,1969,3568402,,471635620.9
TCD,1970,3643608,,469266736.6
TCD,1971,3726189,,501866730.7
TCD,1972,3815253,,585427545.7
TCD,1973,3907891,,647199482.8
TCD,1974,3999918,,652532796.1
TCD,1975,4088568,,864602103.3
TCD,1976,4173131,,866044961
TCD,1977,4255242,,935360466.3
TCD,1978,4337292,,1113920123
TCD,1979,4422743,,1004316495
TCD,1980,4514427,,1033002402
TCD,1981,4612858,,876937559.7
TCD,1982,4718157,,834369860.4
TCD,1983,4832316,,832415806
TCD,1984,4957561,,919103735.3
TCD,1985,5095400,,1033069710
TCD,1986,5247281,,1067828247
TCD,1987,5412844,,1163426851
TCD,1988,5589624,,1482597299
TCD,1989,5773930,,1433686310
TCD,1990,5963250,,1738605558
TCD,1991,6157085,,1877138042
TCD,1992,6356741,,1881847677
TCD,1993,6563925,,1463251055
TCD,1994,6781057,,1179837955
TCD,1995,7010159,,1445919970
TCD,1996,7250974,,1607345450
TCD,1997,7503494,,1544689503
TCD,1998,7770053,,1744794457
TCD,1999,8053532,,1534673583
TCD,2000,8355654,,1388506727
TCD,2001,8678049,,1710843361
TCD,2002,9019226,,1997005787
TCD,2003,9373913,,2742815195
TCD,2004,9734761,,4422855929
TCD,2005,10096630,,6649307057
TCD,2006,10457122,1.65,7428701809
TCD,2007,10818031,,8650138069
TCD,2008,11183589,1.52,10393834721
TCD,2009,11560142,,9290728773
TCD,2010,11952134,1.52,10668102735
TCD,2011,12360986,1.62,12172309523
TCD,2012,12784748,1.62,12367363678
TCD,2013,13220433,1.5,12953535496
TCD,2014,13663562,1.5,13940768066
TCD,2015,14110971,1.5,10950392220
TCD,2016,14561658,1.5,10097778354
TCD,2017,15016761,1.5,10000395242
TCD,2018,15477727,1.61,11239167048
TCD,2019,15946882,1.61,11314951343
TCD,2020,,1.55,
TCD,2021,,1.67,
CHL,1960,8132988,,4110000000
CHL,1961,8303804,,4609727273
CHL,1962,8476895,,5416272727
CHL,1963,8650390,,5668187500
CHL,1964,8821855,,5982347826
CHL,1965,8989607,,6026593750
CHL,1966,9152848,,7072641026
CHL,1967,9312091,,7013196078
CHL,1968,9468851,,7167086957
CHL,1969,9625304,,8377093023
CHL,1970,9783134,,9126309735
CHL,1971,9942716,,10884114754
CHL,1972,10103675,,11853817308
CHL,1973,10265827,,16836261173
CHL,1974,10428803,,16210404184
CHL,1975,10592310,,7622217352
CHL,1976,10756876,,10341925249
CHL,1977,10922777,,13962893422
CHL,1978,11089165,,15989933708
CHL,1979,11254877,,21803696985
CHL,1980,11419350,,29036709872
CHL,1981,11582020,,34509878044
CHL,1982,11743909,,25325893206
CHL,1983,11907955,,20355959237
CHL,1984,12078137,,19622527480
CHL,1985,12257238,,17702885394
CHL,1986,12445833,,18891048819
CHL,1987,12642917,,22255407685
CHL,1988,12847712,,26040229793
CHL,1989,13058758,,29885685143
CHL,1990,13274617,,33113887819
CHL,1991,13495255,,37834793730
CHL,1992,13719818,,45964327559
CHL,1993,13944934,,49297773130
CHL,1994,14166346,,57008425296
CHL,1995,14380864,,73447063319
CHL,1996,14587367,,78574385336
CHL,1997,14786227,,85728899954
CHL,1998,14977736,,81995304456
CHL,1999,15162801,,75596103237
CHL,2000,15342350,,78249883996
CHL,2001,15516112,,71517080041
CHL,2002,15684413,,70294892400
CHL,2003,15849649,,76507577235
CHL,2004,16014972,,99079230170
CHL,2005,16182713,,1.22315E+11
CHL,2006,16354507,7.89,1.5384E+11
CHL,2007,16530201,,1.72566E+11
CHL,2008,16708255,7.89,1.79663E+11
CHL,2009,16886184,,1.71413E+11
CHL,2010,17062531,7.67,2.17105E+11
CHL,2011,17233584,7.54,2.51225E+11
CHL,2012,17400359,7.54,2.67176E+11
CHL,2013,17571511,7.8,2.77239E+11
CHL,2014,17758969,7.8,2.59405E+11
CHL,2015,17969356,7.84,2.42497E+11
CHL,2016,18209072,7.78,2.49299E+11
CHL,2017,18470435,7.84,2.76365E+11
CHL,2018,18729166,7.97,2.95403E+11
CHL,2019,18952035,8.08,2.78585E+11
CHL,2020,,8.28,
CHL,2021,,7.92,
CHN,1960,667070000,,59716467625
CHN,1961,660330000,,50056868958
CHN,1962,665770000,,47209359006
CHN,1963,682335000,,50706799903
CHN,1964,698355000,,59708343489
CHN,1965,715185000,,70436266147
CHN,1966,735400000,,76720285970
CHN,1967,754550000,,72881631327
CHN,1968,774510000,,70846535056
CHN,1969,796025000,,79705906247
CHN,1970,818315000,,92602973434
CHN,1971,841105000,,99800958648
CHN,1972,862030000,,1.13688E+11
CHN,1973,881940000,,1.38544E+11
CHN,1974,900350000,,1.44182E+11
CHN,1975,916395000,,1.63432E+11
CHN,1976,930685000,,1.5394E+11
CHN,1977,943455000,,1.74938E+11
CHN,1978,956165000,,1.49541E+11
CHN,1979,969005000,,1.78281E+11
CHN,1980,981235000,,1.91149E+11
CHN,1981,993885000,,1.95866E+11
CHN,1982,1008630000,,2.0509E+11
CHN,1983,1023310000,,2.30687E+11
CHN,1984,1036825000,,2.59947E+11
CHN,1985,1051040000,,3.09488E+11
CHN,1986,1066790000,,3.00758E+11
CHN,1987,1084035000,,2.72973E+11
CHN,1988,1101630000,,3.12354E+11
CHN,1989,1118650000,,3.47768E+11
CHN,1990,1135185000,,3.60858E+11
CHN,1991,1150780000,,3.83373E+11
CHN,1992,1164970000,,4.26916E+11
CHN,1993,1178440000,,4.44731E+11
CHN,1994,1191835000,,5.64325E+11
CHN,1995,1204855000,,7.34548E+11
CHN,1996,1217550000,,8.63747E+11
CHN,1997,1230075000,,9.61604E+11
CHN,1998,1241935000,,1.02904E+12
CHN,1999,1252735000,,1.094E+12
CHN,2000,1262645000,,1.21135E+12
CHN,2001,1271850000,,1.3394E+12
CHN,2002,1280400000,,1.47055E+12
CHN,2003,1288400000,,1.66029E+12
CHN,2004,1296075000,,1.95535E+12
CHN,2005,1303720000,,2.28597E+12
CHN,2006,1311020000,2.97,2.75213E+12
CHN,2007,1317885000,,3.55034E+12
CHN,2008,1324655000,3.04,4.59431E+12
CHN,2009,1331260000,,5.1017E+12
CHN,2010,1337705000,3.14,6.08716E+12
CHN,2011,1345035000,3.14,7.5515E+12
CHN,2012,1354190000,3,8.53223E+12
CHN,2013,1363240000,3,9.57041E+12
CHN,2014,1371860000,3,1.04757E+13
CHN,2015,1379860000,3.14,1.10616E+13
CHN,2016,1387790000,3.18,1.12333E+13
CHN,2017,1396215000,3.1,1.23104E+13
CHN,2018,1402760000,3.32,1.38948E+13
CHN,2019,1407745000,2.26,1.42799E+13
CHN,2020,,2.27,
CHN,2021,,2.21,
HKG,1960,3075605,,1320796652
HKG,1961,3168100,,1383681651
HKG,1962,3305200,,1612346412
HKG,1963,3420900,,1935298266
HKG,1964,3504600,,2206466461
HKG,1965,3597900,,2435078534
HKG,1966,3629900,,2489845017
HKG,1967,3722800,,2692474989
HKG,1968,3802700,,2716964388
HKG,1969,3863900,,3189740055
HKG,1970,3959000,,3800766536
HKG,1971,4045300,,4476001946
HKG,1972,4123600,,5710107420
HKG,1973,4241600,,8030117556
HKG,1974,4377800,,9388663646
HKG,1975,4461600,,10048022370
HKG,1976,4518000,,12876366009
HKG,1977,4583700,,15719433719
HKG,1978,4667500,,18315007366
HKG,1979,4929700,,22526035941
HKG,1980,5063100,,28861759209
HKG,1981,5183400,,31055409443
HKG,1982,5264500,,32291306282
HKG,1983,5345100,,29907091340
HKG,1984,5397900,,33511383986
HKG,1985,5456200,,35699543051
HKG,1986,5524600,,41075570592
HKG,1987,5580500,,50622571586
HKG,1988,5627600,,59707404561
HKG,1989,5686200,,68790369107
HKG,1990,5704500,,76928290842
HKG,1991,5752000,,88959620136
HKG,1992,5800500,,1.04272E+11
HKG,1993,5901000,,1.20354E+11
HKG,1994,6035400,,1.35812E+11
HKG,1995,6156100,,1.44653E+11
HKG,1996,6435500,,1.59717E+11
HKG,1997,6489300,,1.77353E+11
HKG,1998,6543700,,1.68886E+11
HKG,1999,6606500,,1.65768E+11
HKG,2000,6665000,,1.71668E+11
HKG,2001,6714300,,1.69403E+11
HKG,2002,6744100,,1.66349E+11
HKG,2003,6730800,,1.61385E+11
HKG,2004,6783500,,1.691E+11
HKG,2005,6813200,,1.8157E+11
HKG,2006,6857100,6.03,1.93536E+11
HKG,2007,6916300,,2.11597E+11
HKG,2008,6957800,5.85,2.1928E+11
HKG,2009,6972800,,2.14046E+11
HKG,2010,7024200,5.92,2.28638E+11
HKG,2011,7071600,5.92,2.48514E+11
HKG,2012,7150100,6.42,2.62629E+11
HKG,2013,7178900,6.42,2.75697E+11
HKG,2014,7229500,6.46,2.91459E+11
HKG,2015,7291300,6.5,3.09384E+11
HKG,2016,7336600,6.42,3.20858E+11
HKG,2017,7393200,6.31,3.41273E+11
HKG,2018,7452600,6.15,3.61731E+11
HKG,2019,7507900,6.02,3.63052E+11
HKG,2020,,5.57,
HKG,2021,,5.6,
MAC,1960,167795,,
MAC,1961,170466,,
MAC,1962,176188,,
MAC,1963,184245,,
MAC,1964,193556,,
MAC,1965,203224,,
MAC,1966,213189,,
MAC,1967,223416,,
MAC,1968,233002,,
MAC,1969,240837,,
MAC,1970,246193,,
MAC,1971,248745,,
MAC,1972,248770,,
MAC,1973,246945,,
MAC,1974,244289,,
MAC,1975,241631,,
MAC,1976,239074,,
MAC,1977,236669,,
MAC,1978,235175,,
MAC,1979,235440,,
MAC,1980,238085,,
MAC,1981,243373,,
MAC,1982,251154,,1142503775
MAC,1983,260921,,1133008226
MAC,1984,271914,,1304353237
MAC,1985,283490,,1362079312
MAC,1986,295597,,1532097040
MAC,1987,308181,,1957726785
MAC,1988,320774,,2288759545
MAC,1989,332783,,2705659767
MAC,1990,343816,,3246477995
MAC,1991,353623,,3765226191
MAC,1992,362308,,4914391079
MAC,1993,370195,,5665570561
MAC,1994,377805,,6311194302
MAC,1995,385517,,7046110595
MAC,1996,393376,,7176892950
MAC,1997,401353,,7267563603
MAC,1998,409620,,6797764075
MAC,1999,418388,,6547629475
MAC,2000,427772,,6774193548
MAC,2001,437928,,6860272608
MAC,2002,448813,,7371723056
MAC,2003,460157,,8246521717
MAC,2004,471600,,10643215078
MAC,2005,482863,,12160002996
MAC,2006,493804,,14874147024
MAC,2007,504504,,18439876056
MAC,2008,515232,,21027044551
MAC,2009,526401,,21587740942
MAC,2010,538215,,28241858489
MAC,2011,550833,,36845925519
MAC,2012,564037,,43189526778
MAC,2013,577368,,51536304808
MAC,2014,590210,,54903031138
MAC,2015,602093,,45047964934
MAC,2016,612824,,45070605746
MAC,2017,622578,,50440941939
MAC,2018,631633,,55284360483
MAC,2019,640446,,55204758070
COL,1960,16057714,,4031152977
COL,1961,16567817,,4540447761
COL,1962,17092919,,4955543963
COL,1963,17629978,,4836166667
COL,1964,18175187,,5973366667
COL,1965,18725242,,5760761905
COL,1966,19279734,,5428518519
COL,1967,19837508,,5825170438
COL,1968,20393704,,5960212869
COL,1969,20942453,,6450175214
COL,1970,21480064,,7198360460
COL,1971,22003983,,7820380971
COL,1972,22516429,,8671358733
COL,1973,23024512,,10315760000
COL,1974,23538390,,12370029584
COL,1975,24065502,,13098633902
COL,1976,24608102,,15341403660
COL,1977,25164544,,19470960619
COL,1978,25733669,,23263511958
COL,1979,26312996,,27940411250
COL,1980,26900508,,33400735644
COL,1981,27496608,,36388366869
COL,1982,28101824,,38968039722
COL,1983,28714183,,38729822782
COL,1984,29331230,,38253120738
COL,1985,29951194,,34894411352
COL,1986,30572479,,34942489684
COL,1987,31195417,,36373307085
COL,1988,31822527,,39212550050
COL,1989,32457497,,39540080200
COL,1990,33102569,,47844090710
COL,1991,33758328,,49175565911
COL,1992,34422568,,58418985443
COL,1993,35091272,,66446804803
COL,1994,35758978,,81703500846
COL,1995,36421438,,92507279383
COL,1996,37076387,,97160109278
COL,1997,37723803,,1.0666E+11
COL,1998,38364307,,98443739941
COL,1999,38999468,,86186158685
COL,2000,39629965,,99886577331
COL,2001,40255956,,98211749596
COL,2002,40875363,,97963003805
COL,2003,41483872,,94641378693
COL,2004,42075953,,1.17082E+11
COL,2005,42647731,,1.45619E+11
COL,2006,43200901,6.4,1.61619E+11
COL,2007,43737512,,2.06182E+11
COL,2008,44254972,6.54,2.42187E+11
COL,2009,44750054,,2.32398E+11
COL,2010,45222699,6.55,2.86563E+11
COL,2011,45662747,6.63,3.34944E+11
COL,2012,46075721,6.63,3.70921E+11
COL,2013,46495492,6.55,3.82116E+11
COL,2014,46967706,6.55,3.81112E+11
COL,2015,47520667,6.62,2.93482E+11
COL,2016,48175048,6.67,2.82825E+11
COL,2017,48909844,6.67,3.11884E+11
COL,2018,49661056,6.96,3.34198E+11
COL,2019,50339443,7.13,3.2311E+11
COL,2020,,7.04,
COL,2021,,6.48,
COM,1960,191122,,
COM,1961,194149,,
COM,1962,197202,,
COM,1963,200371,,
COM,1964,203762,,
COM,1965,207429,,
COM,1966,211477,,
COM,1967,215900,,
COM,1968,220574,,
COM,1969,225324,,
COM,1970,230055,,
COM,1971,234645,,
COM,1972,239229,,
COM,1973,244207,,
COM,1974,250107,,
COM,1975,257285,,
COM,1976,265958,,
COM,1977,275903,,
COM,1978,286628,,
COM,1979,297451,,
COM,1980,307831,,212218226.4
COM,1981,317617,,196349967.7
COM,1982,326944,,184008995.6
COM,1983,336088,,191621958.4
COM,1984,345455,,184697210
COM,1985,355337,,196726077.1
COM,1986,365765,,279197696.8
COM,1987,376647,,337525870.6
COM,1988,387964,,356500026.7
COM,1989,399638,,341476764
COM,1990,411598,,429622147.7
COM,1991,423873,,424108796.6
COM,1992,436454,,457388578.9
COM,1993,449270,,452881443.1
COM,1994,462280,,319189200.4
COM,1995,475394,,398461789.6
COM,1996,488625,,396053797.6
COM,1997,501955,,364445589.7
COM,1998,515382,,370106776
COM,1999,528853,,382454989.9
COM,2000,542358,,351136568.4
COM,2001,555895,,378512003.4
COM,2002,569480,,425964697.4
COM,2003,583213,,546885185
COM,2004,597230,,633706149.3
COM,2005,611625,,653845122.9
COM,2006,626427,3.9,698431827.7
COM,2007,641624,,795673128.5
COM,2008,657227,3.58,915659192.8
COM,2009,673251,,905341090.6
COM,2010,689696,3.41,907978723.5
COM,2011,706578,3.52,1023086184
COM,2012,723865,3.52,1015843369
COM,2013,741511,3.52,1116224161
COM,2014,759390,3.52,1149587652
COM,2015,777435,3.71,966029542
COM,2016,795597,3.71,1012835518
COM,2017,813890,3.71,1077439663
COM,2018,832322,3.71,1188797575
COM,2019,850891,3.15,1195019559
COM,2020,,3.09,
COM,2021,,3.2,
COG,1960,1018254,,131731862.6
COG,1961,1043119,,151675739.2
COG,1962,1069236,,166521239.9
COG,1963,1096638,,172233430.9
COG,1964,1125354,,185693724.8
COG,1965,1155389,,198318063.9
COG,1966,1186782,,220613582.4
COG,1967,1219547,,237397428.3
COG,1968,1253761,,251247458
COG,1969,1289519,,265040036.1
COG,1970,1326894,,274960699.9
COG,1971,1365891,,322128019.3
COG,1972,1406510,,410669262.9
COG,1973,1448632,,541973362.5
COG,1974,1492055,,585364635.4
COG,1975,1536658,,767102679
COG,1976,1582361,,754549600.5
COG,1977,1629218,,765224030.6
COG,1978,1677326,,878771771.3
COG,1979,1726865,,1198749666
COG,1980,1777932,,1705796850
COG,1981,1830629,,1993512326
COG,1982,1884873,,2160640567
COG,1983,1940454,,2097274290
COG,1984,1996994,,2193581366
COG,1985,2054308,,2160872541
COG,1986,2112359,,1849268215
COG,1987,2171319,,2297753649
COG,1988,2231462,,2212536313
COG,1989,2293161,,2389593022
COG,1990,2356740,,2798746051
COG,1991,2422312,,2724853508
COG,1992,2489945,,2933222706
COG,1993,2559880,,2684323618
COG,1994,2632345,,1769365439
COG,1995,2707532,,2116003868
COG,1996,2785815,,2540697538
COG,1997,2867283,,2322719101
COG,1998,2951651,,1949481381
COG,1999,3038432,,2354772959
COG,2000,3127420,,3227927697
COG,2001,3217930,,2796704603
COG,2002,3310376,,3034250926
COG,2003,3406915,,3503723087
COG,2004,3510468,,4656974938
COG,2005,3622775,,6650001685
COG,2006,3745143,,8072305031
COG,2007,3876123,,8782703428
COG,2008,4011487,,11649857662
COG,2009,4145400,,9723299908
COG,2010,4273738,,13148396206
COG,2011,4394842,,15655383586
COG,2012,4510197,,17692911281
COG,2013,4622757,,17958720704
COG,2014,4736965,,17912907682
COG,2015,4856093,,11890259177
COG,2016,4980996,,10219341017
COG,2017,5110701,,11094823677
COG,2018,5244363,,13670038020
COG,2019,5380504,,12750338736
CRI,1960,1330787,,507513830
CRI,1961,1381187,,490325181.6
CRI,1962,1433346,,479180824.3
CRI,1963,1486555,,511902136.8
CRI,1964,1539942,,542578367.2
CRI,1965,1592834,,592981162.3
CRI,1966,1645076,,647305630.2
CRI,1967,1696742,,699456618.9
CRI,1968,1747690,,773841494.3
CRI,1969,1797891,,853630203.8
CRI,1970,1847394,,984830158.5
CRI,1971,1896074,,1077152902
CRI,1972,1944170,,1238251696
CRI,1973,1992522,,1528916185
CRI,1974,2042242,,1666544754
CRI,1975,2094186,,1960863466
CRI,1976,2148681,,2412555426
CRI,1977,2205618,,3072427013
CRI,1978,2264942,,3523208810
CRI,1979,2326460,,4035519323
CRI,1980,2389973,,4831447001
CRI,1981,2455593,,2623807074
CRI,1982,2523358,,2606621255
CRI,1983,2593015,,3146770104
CRI,1984,2664220,,3660476459
CRI,1985,2736719,,3919203960
CRI,1986,2810245,,4418983871
CRI,1987,2884856,,4532952047
CRI,1988,2960932,,4614629898
CRI,1989,3039015,,5251025767
CRI,1990,3119436,,5711687787
CRI,1991,3202083,,7196276092
CRI,1992,3286525,,8564044017
CRI,1993,3372298,,9582866263
CRI,1994,3458829,,10486784805
CRI,1995,3545524,,11578594260
CRI,1996,3632361,,11678424507
CRI,1997,3718952,,12614602382
CRI,1998,3803893,,13684255947
CRI,1999,3885428,,14254866281
CRI,2000,3962369,,15013629659
CRI,2001,4034074,,15976174337
