country,year,population,Dem index,gdp
AFG,1960,8996967,,537777811.1
AFG,1961,9169406,,548888895.6
AFG,1962,9351442,,546666677.8
AFG,1963,9543200,,751111191.1
AFG,1964,9744772,,800000044.4
AFG,1965,9956318,,1006666638
AFG,1966,10174840,,1399999967
AFG,1967,10399936,,1673333418
AFG,1968,10637064,,1373333367
AFG,1969,10893772,,1408888922
AFG,1970,11173654,,1748886596
AFG,1971,11475450,,1831108971
AFG,1972,11791222,,1595555476
AFG,1973,12108963,,1733333264
AFG,1974,12412960,,2155555498
AFG,1975,12689164,,2366666616
AFG,1976,12943093,,2555555567
AFG,1977,13171294,,2953333418
AFG,1978,13341199,,3300000109
AFG,1979,13411060,,3697940410
AFG,1980,13356500,,3641723322
AFG,1981,13171679,,3478787909
AFG,1982,12882518,,
AFG,1983,12537732,,
AFG,1984,12204306,,
AFG,1985,11938204,,
AFG,1986,11736177,,
AFG,1987,11604538,,
AFG,1988,11618008,,
AFG,1989,11868873,,
AFG,1990,12412311,,
AFG,1991,13299016,,
AFG,1992,14485543,,
AFG,1993,15816601,,
AFG,1994,17075728,,
AFG,1995,18110662,,
AFG,1996,18853444,,
AFG,1997,19357126,,
AFG,1998,19737770,,
AFG,1999,20170847,,
AFG,2000,20779957,,
AFG,2001,21606992,,
AFG,2002,22600774,,4055179566
AFG,2003,23680871,,4515558808
AFG,2004,24726689,,5226778809
AFG,2005,25654274,,6209137625
AFG,2006,26433058,3.06,6971285595
AFG,2007,27100542,,9747879532
AFG,2008,27722281,3.02,10109305183
AFG,2009,28394806,,12416161049
AFG,2010,29185511,2.48,15856678596
AFG,2011,30117411,2.48,17805113119
AFG,2012,31161378,2.48,19907317066
AFG,2013,32269592,2.48,20146404996
AFG,2014,33370804,2.77,20497126770
AFG,2015,34413603,2.77,19134211764
AFG,2016,35383028,2.55,18116562465
AFG,2017,36296111,2.55,18753469630
AFG,2018,37171922,2.97,18053228579
AFG,2019,38041757,2.85,18799450743
AFG,2020,,2.85,
AFG,2021,,0.32,
ALB,1960,1608800,,
ALB,1961,1659800,,
ALB,1962,1711319,,
ALB,1963,1762621,,
ALB,1964,1814135,,
ALB,1965,1864791,,
ALB,1966,1914573,,
ALB,1967,1965598,,
ALB,1968,2022272,,
ALB,1969,2081695,,
ALB,1970,2135479,,
ALB,1971,2187853,,
ALB,1972,2243126,,
ALB,1973,2296752,,
ALB,1974,2350124,,
ALB,1975,2404831,,
ALB,1976,2458526,,
ALB,1977,2513546,,
ALB,1978,2566266,,
ALB,1979,2617832,,
ALB,1980,2671997,,
ALB,1981,2726056,,
ALB,1982,2784278,,
ALB,1983,2843960,,
ALB,1984,2904429,,1857338012
ALB,1985,2964762,,1897050133
ALB,1986,3022635,,2097326250
ALB,1987,3083605,,2080796250
ALB,1988,3142336,,2051236250
ALB,1989,3227943,,2253090000
ALB,1990,3286542,,2028553750
ALB,1991,3266790,,1099559028
ALB,1992,3247039,,652174990.8
ALB,1993,3227287,,1185315468
ALB,1994,3207536,,1880951520
ALB,1995,3187784,,2392764853
ALB,1996,3168033,,3199641336
ALB,1997,3148281,,2258513974
ALB,1998,3128530,,2545964541
ALB,1999,3108778,,3212121651
ALB,2000,3089027,,3480355258
ALB,2001,3060173,,3922100794
ALB,2002,3051010,,4348068242
ALB,2003,3039616,,5611496257
ALB,2004,3026939,,7184685782
ALB,2005,3011487,,8052073539
ALB,2006,2992547,5.91,8896072919
ALB,2007,2970017,,10677324144
ALB,2008,2947314,5.91,12881353508
ALB,2009,2927519,,12044208086
ALB,2010,2913021,5.86,11926922829
ALB,2011,2905195,5.81,12890764531
ALB,2012,2900401,5.67,12319830437
ALB,2013,2895092,5.67,12776220507
ALB,2014,2889104,5.67,13228147516
ALB,2015,2880703,5.91,11386850130
ALB,2016,2876101,5.91,11861199831
ALB,2017,2873457,5.98,13019689337
ALB,2018,2866376,5.98,15156432310
ALB,2019,2854191,5.89,15401830754
ALB,2020,,6.08,
ALB,2021,,6.11,
DZA,1960,11057864,,2723593385
DZA,1961,11336336,,2434727330
DZA,1962,11619828,,2001428328
DZA,1963,11912800,,2702960118
DZA,1964,12221675,,2909292864
DZA,1965,12550880,,3136258897
DZA,1966,12902626,,3039834559
DZA,1967,13275020,,3370843066
DZA,1968,13663581,,3852115817
DZA,1969,14061724,,4257218772
DZA,1970,14464992,,4863487493
DZA,1971,14872253,,5077222367
DZA,1972,15285992,,6766766611
DZA,1973,15709831,,8707847924
DZA,1974,16149018,,13210029612
DZA,1975,16607706,,15557934268
DZA,1976,17085799,,17728347375
DZA,1977,17582899,,20971901273
DZA,1978,18102266,,26364491313
DZA,1979,18647801,,33243422158
DZA,1980,19221659,,42346380831
DZA,1981,19824297,,44348672668
DZA,1982,20452901,,45207088716
DZA,1983,21101875,,48801369800
DZA,1984,21763578,,53698278906
DZA,1985,22431507,,57937868670
DZA,1986,23102386,,63692238160
DZA,1987,23774287,,66746396416
DZA,1988,24443472,,59089067187
DZA,1989,25106192,,55634414465
DZA,1990,25758872,,62048562947
DZA,1991,26400468,,45715614560
DZA,1992,27028330,,48003078389
DZA,1993,27635517,,49945599429
DZA,1994,28213777,,42543178042
DZA,1995,28757788,,41764315330
DZA,1996,29266415,,46941582519
DZA,1997,29742980,,48177612042
DZA,1998,30192750,,48187747529
DZA,1999,30623406,,48640653469
DZA,2000,31042238,,54790392746
DZA,2001,31451513,,54744712815
DZA,2002,31855110,,56760355865
DZA,2003,32264159,,67863828413
DZA,2004,32692153,,85332581189
DZA,2005,33149720,,1.03198E+11
DZA,2006,33641007,3.17,1.17027E+11
DZA,2007,34166976,,1.34977E+11
DZA,2008,34730604,3.32,1.71001E+11
DZA,2009,35333882,,1.37211E+11
DZA,2010,35977451,3.44,1.61207E+11
DZA,2011,36661438,3.44,2.00013E+11
DZA,2012,37383899,3.83,2.09059E+11
DZA,2013,38140135,3.83,2.09755E+11
DZA,2014,38923688,3.83,2.1381E+11
DZA,2015,39728020,3.95,1.65979E+11
DZA,2016,40551398,3.56,1.60034E+11
DZA,2017,41389174,3.56,1.70097E+11
DZA,2018,42228415,3.5,1.74911E+11
DZA,2019,43053054,4.01,1.71767E+11
DZA,2020,,3.77,
DZA,2021,,3.77,
ASM,1960,20127,,
ASM,1961,20605,,
ASM,1962,21246,,
ASM,1963,22029,,
ASM,1964,22850,,
ASM,1965,23675,,
ASM,1966,24473,,
ASM,1967,25235,,
ASM,1968,25980,,
ASM,1969,26698,,
ASM,1970,27362,,
ASM,1971,27982,,
ASM,1972,28564,,
ASM,1973,29103,,
ASM,1974,29595,,
ASM,1975,30045,,
ASM,1976,30455,,
ASM,1977,30834,,
ASM,1978,31262,,
ASM,1979,31842,,
ASM,1980,32648,,
ASM,1981,33697,,
ASM,1982,34969,,
ASM,1983,36413,,
ASM,1984,37946,,
ASM,1985,39521,,
ASM,1986,41114,,
ASM,1987,42741,,
ASM,1988,44346,,
ASM,1989,45894,,
ASM,1990,47351,,
ASM,1991,48682,,
ASM,1992,49900,,
ASM,1993,51025,,
ASM,1994,52099,,
ASM,1995,53158,,
ASM,1996,54209,,
ASM,1997,55227,,
ASM,1998,56180,,
ASM,1999,57049,,
ASM,2000,57816,,
ASM,2001,58496,,
ASM,2002,59077,,512000000
ASM,2003,59495,,524000000
ASM,2004,59684,,509000000
ASM,2005,59557,,500000000
ASM,2006,59109,,493000000
ASM,2007,58367,,518000000
ASM,2008,57490,,560000000
ASM,2009,56675,,675000000
ASM,2010,56084,,573000000
ASM,2011,55755,,570000000
ASM,2012,55669,,640000000
ASM,2013,55717,,638000000
ASM,2014,55791,,643000000
ASM,2015,55806,,673000000
ASM,2016,55739,,671000000
ASM,2017,55617,,612000000
ASM,2018,55461,,639000000
ASM,2019,55312,,648000000
AND,1960,13410,,
AND,1961,14378,,
AND,1962,15379,,
AND,1963,16407,,
AND,1964,17466,,
AND,1965,18542,,
AND,1966,19646,,
AND,1967,20760,,
AND,1968,21886,,
AND,1969,23053,,
AND,1970,24275,,78619206.09
AND,1971,25571,,89409820.36
AND,1972,26885,,113408231.9
AND,1973,28232,,150820102.8
AND,1974,29515,,186558696.3
AND,1975,30705,,220127246.4
AND,1976,31782,,227281024.6
AND,1977,32769,,254020153.3
AND,1978,33744,,308008897.6
AND,1979,34825,,411578334.2
AND,1980,36063,,446416105.8
AND,1981,37498,,388958731.3
AND,1982,39115,,375895956.4
AND,1983,40854,,327861832.9
AND,1984,42706,,330070689.3
AND,1985,44593,,346737964.8
AND,1986,46520,,482000594
AND,1987,48459,,611316399.4
AND,1988,50433,,721425939.2
AND,1989,52452,,795449332.4
AND,1990,54508,,1029048482
AND,1991,56666,,1106928583
AND,1992,58882,,1210013652
AND,1993,60974,,1007025755
AND,1994,62676,,1017549124
AND,1995,63860,,1178738991
AND,1996,64363,,1223945357
AND,1997,64318,,1180597273
AND,1998,64140,,1211932398
AND,1999,64368,,1239876305
AND,2000,65390,,1429049198
AND,2001,67344,,1546926174
AND,2002,70048,,1755910032
AND,2003,73180,,2361726862
AND,2004,76250,,2894921778
AND,2005,78871,,3159905484
AND,2006,80995,,3456442103
AND,2007,82682,,3952600602
AND,2008,83860,,4085630584
AND,2009,84461,,3674409558
AND,2010,84454,,3449925739
AND,2011,83748,,3629133574
AND,2012,82427,,3188652765
AND,2013,80770,,3193512950
AND,2014,79213,,3271685597
AND,2015,77993,,2789881259
AND,2016,77295,,2896610480
AND,2017,76997,,3000162081
AND,2018,77008,,3218419897
AND,2019,77146,,3155149348
AGO,1960,5454938,,
AGO,1961,5531451,,
AGO,1962,5608499,,
AGO,1963,5679409,,
AGO,1964,5734995,,
AGO,1965,5770573,,
AGO,1966,5781305,,
AGO,1967,5774440,,
AGO,1968,5771973,,
AGO,1969,5803677,,
AGO,1970,5890360,,
AGO,1971,6041239,,
AGO,1972,6248965,,
AGO,1973,6497283,,
AGO,1974,6761623,,
AGO,1975,7023994,,
AGO,1976,7279630,,
AGO,1977,7533814,,
AGO,1978,7790774,,
AGO,1979,8058112,,
AGO,1980,8341290,,5930503401
AGO,1981,8640478,,5550483036
AGO,1982,8952971,,5550483036
AGO,1983,9278104,,5784341596
AGO,1984,9614756,,6131475065
AGO,1985,9961993,,7553560459
AGO,1986,10320116,,7072063346
AGO,1987,10689247,,8083872012
AGO,1988,11068051,,8769250550
AGO,1989,11454784,,10201099039
AGO,1990,11848385,,11228764963
AGO,1991,12248901,,10603784541
AGO,1992,12657361,,8307810974
AGO,1993,13075044,,5768720422
AGO,1994,13503753,,4438321017
AGO,1995,13945205,,5538749260
AGO,1996,14400722,,7526446606
AGO,1997,14871572,,7648377413
AGO,1998,15359600,,6506229607
AGO,1999,15866871,,6152922943
AGO,2000,16395477,,9129594819
AGO,2001,16945753,,8936063723
AGO,2002,17519418,,15285594828
AGO,2003,18121477,,17812704825
AGO,2004,18758138,,23552047248
AGO,2005,19433604,,36970918699
AGO,2006,20149905,2.41,52381006892
AGO,2007,20905360,,65266452081
AGO,2008,21695636,3.35,88538610805
AGO,2009,22514275,,70307166934
AGO,2010,23356247,3.32,81699556137
AGO,2011,24220660,3.32,1.09437E+11
AGO,2012,25107925,3.35,1.24998E+11
AGO,2013,26015786,3.35,1.33402E+11
AGO,2014,26941773,3.35,1.37244E+11
AGO,2015,27884380,3.35,87219290029
AGO,2016,28842482,3.4,49840494026
AGO,2017,29816769,3.62,68972763787
AGO,2018,30809787,3.62,77792940077
AGO,2019,31825299,3.72,69309104807
AGO,2020,,3.66,
AGO,2021,,3.37,
ATG,1960,54132,,
ATG,1961,55005,,
ATG,1962,55849,,
ATG,1963,56701,,
ATG,1964,57641,,
ATG,1965,58699,,
ATG,1966,59912,,
ATG,1967,61240,,
ATG,1968,62523,,
ATG,1969,63553,,
ATG,1970,64184,,
ATG,1971,64354,,
ATG,1972,64134,,
ATG,1973,63649,,
ATG,1974,63108,,
ATG,1975,62671,,
ATG,1976,62353,,
ATG,1977,62162,,77496753.7
ATG,1978,62038,,87879341.48
ATG,1979,61948,,109079978.9
ATG,1980,61861,,131431026.7
ATG,1981,61789,,147841734.4
ATG,1982,61780,,164369278.9
ATG,1983,61779,,182144093
ATG,1984,61784,,208372846.3
ATG,1985,61785,,240923924.8
ATG,1986,61754,,290440140.7
ATG,1987,61713,,337174861.9
ATG,1988,61758,,398637727.8
ATG,1989,62007,,438794788.5
ATG,1990,62533,,459470370.4
ATG,1991,63363,,481707407.4
ATG,1992,64459,,499281481.5
ATG,1993,65777,,535174074.1
ATG,1994,67201,,589429629.6
ATG,1995,68672,,577281481.5
ATG,1996,70176,,633729629.6
ATG,1997,71707,,680618518.5
ATG,1998,73219,,727859259.3
ATG,1999,74674,,766200000
ATG,2000,76007,,826370370.4
ATG,2001,77212,,800481481.5
ATG,2002,78298,,814381481.5
ATG,2003,79311,,856396296.3
ATG,2004,80347,,919729629.6
ATG,2005,81462,,1022962963
ATG,2006,82715,,1157662963
ATG,2007,84029,,1312759259
ATG,2008,85394,,1370070370
ATG,2009,86743,,1228329630
ATG,2010,88030,,1148700000
ATG,2011,89250,,1137637037
ATG,2012,90407,,1199948148
ATG,2013,91510,,1181448148
ATG,2014,92562,,1249733333
ATG,2015,93571,,1336692593
ATG,2016,94520,,1436585185
ATG,2017,95425,,1467977778
ATG,2018,96282,,1605944444
ATG,2019,97115,,1687533333
ARG,1960,20481781,,
ARG,1961,20817270,,
ARG,1962,21153042,,24450604877
ARG,1963,21488916,,18272123664
ARG,1964,21824427,,25605249382
ARG,1965,22159644,,28344705967
ARG,1966,22494031,,28630474728
ARG,1967,22828872,,24256667553
ARG,1968,23168268,,26436857247
ARG,1969,23517613,,31256284544
ARG,1970,23880564,,31584210366
ARG,1971,24259564,,33293199095
ARG,1972,24653172,,34733000536
ARG,1973,25056475,,52544000117
ARG,1974,25462305,,72436777342
ARG,1975,25865775,,52438647922
ARG,1976,26264681,,51169499892
ARG,1977,26661397,,56781000101
ARG,1978,27061041,,58082870156
ARG,1979,27471046,,69252328952
ARG,1980,27896532,,76961923741
ARG,1981,28338514,,78676842367
ARG,1982,28794550,,84307486837
ARG,1983,29262049,,1.03979E+11
ARG,1984,29737097,,79092001998
ARG,1985,30216284,,88416668900
ARG,1986,30698964,,1.10934E+11
ARG,1987,31184411,,1.11106E+11
ARG,1988,31668939,,1.26207E+11
ARG,1989,32148137,,76636898036
ARG,1990,32618648,,1.41352E+11
ARG,1991,33079002,,1.8972E+11
ARG,1992,33529320,,2.28789E+11
ARG,1993,33970103,,2.36742E+11
ARG,1994,34402669,,2.5744E+11
ARG,1995,34828168,,2.58032E+11
ARG,1996,35246376,,2.7215E+11
ARG,1997,35657438,,2.92859E+11
ARG,1998,36063451,,2.98948E+11
ARG,1999,36467218,,2.83523E+11
ARG,2000,36870796,,2.84204E+11
ARG,2001,37275644,,2.68697E+11
ARG,2002,37681743,,97724004252
ARG,2003,38087866,,1.27587E+11
ARG,2004,38491970,,1.64658E+11
ARG,2005,38892924,,1.98737E+11
ARG,2006,39289876,6.63,2.32557E+11
ARG,2007,39684303,,2.87531E+11
ARG,2008,40080159,6.63,3.61558E+11
ARG,2009,40482786,,3.32976E+11
ARG,2010,40788453,6.84,4.23627E+11
ARG,2011,41261490,6.84,5.30163E+11
ARG,2012,41733271,6.84,5.45982E+11
ARG,2013,42202935,6.84,5.52025E+11
ARG,2014,42669500,6.84,5.2632E+11
ARG,2015,43131966,7.02,5.94749E+11
ARG,2016,43590368,6.96,5.57531E+11
ARG,2017,44044811,6.96,6.43629E+11
ARG,2018,44494502,7.02,5.2482E+11
ARG,2019,44938712,7.02,4.52818E+11
ARG,2020,,6.95,
ARG,2021,,6.81,
ARM,1960,1874119,,
ARM,1961,1941498,,
ARM,1962,2009524,,
ARM,1963,2077584,,
ARM,1964,2145004,,
ARM,1965,2211316,,
ARM,1966,2276038,,
ARM,1967,2339133,,
ARM,1968,2401142,,
ARM,1969,2462938,,
ARM,1970,2525067,,
ARM,1971,2587716,,
ARM,1972,2650484,,
ARM,1973,2712780,,
ARM,1974,2773750,,
ARM,1975,2832752,,
ARM,1976,2889583,,
ARM,1977,2944375,,
ARM,1978,2997419,,
ARM,1979,3049107,,
ARM,1980,3099759,,
ARM,1981,3148096,,
ARM,1982,3193696,,
ARM,1983,3238592,,
ARM,1984,3285593,,
ARM,1985,3335935,,
ARM,1986,3392264,,
ARM,1987,3451947,,
ARM,1988,3504667,,
ARM,1989,3536473,,
ARM,1990,3538164,,2256838858
ARM,1991,3505249,,2069870130
ARM,1992,3442820,,1272835453
ARM,1993,3363111,,1201312829
ARM,1994,3283664,,1315158637
ARM,1995,3217349,,1468317435
ARM,1996,3168213,,1596968946
ARM,1997,3133081,,1639492445
ARM,1998,3108691,,1893726437
ARM,1999,3089020,,1845482173
ARM,2000,3069597,,1911563669
ARM,2001,3050686,,2118467913
ARM,2002,3033976,,2376335048
ARM,2003,3017938,,2807061009
ARM,2004,3000715,,3576615240
ARM,2005,2981262,,4900469950
ARM,2006,2958301,4.15,6384451606
ARM,2007,2932615,,9206301700
ARM,2008,2907615,4.09,11662040714
ARM,2009,2888094,,8647936748
ARM,2010,2877314,4.09,9260284938
ARM,2011,2876536,4.09,10142111334
ARM,2012,2884239,4.09,10619320049
ARM,2013,2897593,4.02,11121465767
ARM,2014,2912403,4.13,11609512940
ARM,2015,2925559,4,10553337673
ARM,2016,2936147,3.88,10546135160
ARM,2017,2944789,4.11,11527458566
ARM,2018,2951741,4.79,12457941907
ARM,2019,2957728,5.54,13619291361
ARM,2020,,5.35,
ARM,2021,,5.49,
ABW,1960,54208,,
ABW,1961,55434,,
ABW,1962,56234,,
ABW,1963,56699,,
ABW,1964,57029,,
ABW,1965,57357,,
ABW,1966,57702,,
ABW,1967,58044,,
ABW,1968,58377,,
ABW,1969,58734,,
ABW,1970,59070,,
ABW,1971,59442,,
ABW,1972,59849,,
ABW,1973,60236,,
ABW,1974,60527,,
ABW,1975,60653,,
ABW,1976,60586,,
ABW,1977,60366,,
ABW,1978,60102,,
ABW,1979,59972,,
ABW,1980,60097,,
ABW,1981,60561,,
ABW,1982,61341,,
ABW,1983,62213,,
ABW,1984,62826,,
ABW,1985,63024,,
ABW,1986,62645,,405586592.2
ABW,1987,61838,,487709497.2
ABW,1988,61072,,596648044.7
ABW,1989,61033,,695530726.3
ABW,1990,62152,,764804469.3
ABW,1991,64623,,872067039.1
ABW,1992,68240,,958659217.9
ABW,1993,72495,,1083240223
ABW,1994,76705,,1245810056
ABW,1995,80324,,1320670391
ABW,1996,83211,,1379888268
ABW,1997,85450,,1531843575
ABW,1998,87280,,1665363128
ABW,1999,89009,,1722905028
ABW,2000,90866,,1873184358
ABW,2001,92892,,1896648045
ABW,2002,94992,,1962011173
ABW,2003,97016,,2044134078
ABW,2004,98744,,2254748603
ABW,2005,100028,,2359776536
ABW,2006,100830,,2469832402
ABW,2007,101226,,2677653631
ABW,2008,101362,,2843016760
ABW,2009,101452,,2553631285
ABW,2010,101665,,2453631285
ABW,2011,102050,,2637988827
ABW,2012,102565,,2615083799
ABW,2013,103165,,2727932961
ABW,2014,103776,,2791061453
ABW,2015,104339,,2963128492
ABW,2016,104865,,2983798883
ABW,2017,105361,,3092178771
ABW,2018,105846,,3202234637
ABW,2019,106310,,3310055866
AUS,1960,10276477,,18606786874
AUS,1961,10483000,,19683055213
AUS,1962,10742000,,19922723709
AUS,1963,10950000,,21539926084
AUS,1964,11167000,,23801097547
AUS,1965,11388000,,25977153097
AUS,1966,11651000,,27309889125
AUS,1967,11799000,,30444618658
AUS,1968,12009000,,32716989584
AUS,1969,12263000,,36686079068
AUS,1970,12507000,,41337215814
AUS,1971,12937000,,45222309329
AUS,1972,13177000,,52051401869
AUS,1973,13380000,,63844971172
AUS,1974,13723000,,88981577008
AUS,1975,13893000,,97333060221
AUS,1976,14033000,,1.05101E+11
AUS,1977,14192000,,1.10388E+11
AUS,1978,14358000,,1.18536E+11
AUS,1979,14514000,,1.34941E+11
AUS,1980,14692000,,1.50032E+11
AUS,1981,14927000,,1.76953E+11
AUS,1982,15178000,,1.94105E+11
AUS,1983,15369000,,1.77334E+11
AUS,1984,15544000,,1.93594E+11
AUS,1985,15758000,,1.80574E+11
AUS,1986,16018400,,1.82368E+11
AUS,1987,16263900,,1.894E+11
AUS,1988,16532200,,2.36066E+11
AUS,1989,16814400,,2.99768E+11
AUS,1990,17065100,,3.11327E+11
AUS,1991,17284000,,3.25903E+11
AUS,1992,17495000,,3.2548E+11
AUS,1993,17667000,,3.12126E+11
AUS,1994,17855000,,3.22807E+11
AUS,1995,18072000,,3.67916E+11
AUS,1996,18311000,,4.0109E+11
AUS,1997,18517000,,4.35324E+11
AUS,1998,18711000,,3.99404E+11
AUS,1999,18926000,,3.89099E+11
AUS,2000,19153000,,4.15576E+11
AUS,2001,19413000,,3.79084E+11
AUS,2002,19651400,,3.95343E+11
AUS,2003,19895400,,4.67391E+11
AUS,2004,20127400,,6.14166E+11
AUS,2005,20394800,,6.95075E+11
AUS,2006,20697900,9.09,7.47556E+11
AUS,2007,20827600,,8.53955E+11
AUS,2008,21249200,9.09,1.05513E+12
AUS,2009,21691700,,9.28043E+11
AUS,2010,22031750,9.22,1.14759E+12
AUS,2011,22340024,9.22,1.39791E+12
AUS,2012,22733465,9.22,1.54651E+12
AUS,2013,23128129,9.13,1.57634E+12
AUS,2014,23475686,9.01,1.4675E+12
AUS,2015,23815995,9.01,1.35053E+12
AUS,2016,24190907,9.01,1.20669E+12
AUS,2017,24601860,9.09,1.32688E+12
AUS,2018,24982688,9.09,1.42853E+12
AUS,2019,25365745,9.09,1.39195E+12
AUS,2020,,8.96,
AUS,2021,,8.9,
AUT,1960,7047539,,6592693841
AUT,1961,7086299,,7311749633
AUT,1962,7129864,,7756110210
AUT,1963,7175811,,8374175258
AUT,1964,7223801,,9169983886
AUT,1965,7270889,,9994070616
AUT,1966,7322066,,10887682273
AUT,1967,7376998,,11579431669
AUT,1968,7415403,,12440625313
AUT,1969,7441055,,13582798556
AUT,1970,7467086,,15373005557
AUT,1971,7500482,,17858486067
AUT,1972,7544201,,22059612477
AUT,1973,7586115,,29515467707
AUT,1974,7599038,,35189299912
AUT,1975,7578903,,40059206763
AUT,1976,7565525,,42959976222
AUT,1977,7568430,,51545758888
AUT,1978,7562305,,62052259073
AUT,1979,7549425,,73937296963
AUT,1980,7549433,,82058912997
AUT,1981,7568710,,71034228443
AUT,1982,7574140,,71275287570
AUT,1983,7561910,,72121016547
AUT,1984,7561434,,67985344887
AUT,1985,7564985,,69386774408
AUT,1986,7569794,,99036164939
AUT,1987,7574586,,1.24168E+11
AUT,1988,7585317,,1.33339E+11
AUT,1989,7619567,,1.33106E+11
AUT,1990,7677850,,1.66463E+11
AUT,1991,7754891,,1.73794E+11
AUT,1992,7840709,,1.95078E+11
AUT,1993,7905633,,1.9038E+11
AUT,1994,7936118,,2.03535E+11
AUT,1995,7948278,,2.41038E+11
AUT,1996,7959017,,2.37251E+11
AUT,1997,7968041,,2.1279E+11
AUT,1998,7976789,,2.1826E+11
AUT,1999,7992324,,2.17259E+11
AUT,2000,8011566,,1.9729E+11
AUT,2001,8042293,,1.97509E+11
AUT,2002,8081957,,2.14395E+11
AUT,2003,8121423,,2.62274E+11
AUT,2004,8171966,,3.01458E+11
AUT,2005,8227829,,3.16092E+11
AUT,2006,8268641,8.69,3.3628E+11
AUT,2007,8295487,,3.89186E+11
AUT,2008,8321496,8.49,4.32052E+11
AUT,2009,8343323,,4.01759E+11
AUT,2010,8363404,8.49,3.92275E+11
AUT,2011,8391643,8.49,4.31685E+11
AUT,2012,8429991,8.62,4.09402E+11
AUT,2013,8479823,8.48,4.30191E+11
AUT,2014,8546356,8.54,4.42585E+11
AUT,2015,8642699,8.54,3.81971E+11
AUT,2016,8736668,8.41,3.95837E+11
AUT,2017,8797566,8.42,4.17261E+11
AUT,2018,8840521,8.29,4.55168E+11
AUT,2019,8879920,8.29,4.45012E+11
AUT,2020,,8.16,
AUT,2021,,8.07,
AZE,1960,3895398,,
AZE,1961,4030325,,
AZE,1962,4171428,,
AZE,1963,4315127,,
AZE,1964,4456691,,
AZE,1965,4592601,,
AZE,1966,4721528,,
AZE,1967,4843872,,
AZE,1968,4960237,,
AZE,1969,5071930,,
AZE,1970,5180032,,
AZE,1971,5284518,,
AZE,1972,5385266,,
AZE,1973,5483088,,
AZE,1974,5579071,,
AZE,1975,5674129,,
AZE,1976,5768730,,
AZE,1977,5863138,,
AZE,1978,5957927,,
AZE,1979,6053635,,
AZE,1980,6150735,,
AZE,1981,6249312,,
AZE,1982,6349555,,
AZE,1983,6452067,,
AZE,1984,6557581,,
AZE,1985,6666447,,
AZE,1986,6778631,,
AZE,1987,6893486,,
AZE,1988,7010027,,
AZE,1989,7126877,,
AZE,1990,7175200,,8858006036
AZE,1991,7271300,,8792365811
AZE,1992,7382050,,446305555.6
AZE,1993,7494800,,1570000000
AZE,1994,7596550,,1193312102
AZE,1995,7684850,,2417355840
AZE,1996,7763000,,3176333837
AZE,1997,7838250,,3962238113
AZE,1998,7913000,,4446368571
AZE,1999,7982750,,4581432039
AZE,2000,8048600,,5272798391
AZE,2001,8111200,,5707720391
AZE,2002,8171950,,6235856820
AZE,2003,8234100,,7276753895
AZE,2004,8306500,,8680370408
AZE,2005,8391850,,13245716099
AZE,2006,8484550,3.31,20982986344
AZE,2007,8581300,,33050343783
AZE,2008,8763400,3.19,48852482960
AZE,2009,8947243,,44291490421
AZE,2010,9054332,3.15,52909294792
AZE,2011,9173082,3.15,65951627200
AZE,2012,9295784,3.15,69683935845
AZE,2013,9416801,3.06,74164435946
AZE,2014,9535079,2.83,75244294275
AZE,2015,9649341,2.71,53074370486
AZE,2016,9757812,2.65,37867518957
AZE,2017,9854033,2.65,40865558912
AZE,2018,9939771,2.65,47112941176
AZE,2019,10024283,2.75,48174235294
AZE,2020,,2.68,
AZE,2021,,2.68,
BHS,1960,109532,,169803921.6
BHS,1961,115119,,190098039.2
BHS,1962,121092,,212254902
BHS,1963,127340,,237745098
BHS,1964,133705,,266666666.7
BHS,1965,140060,,300392156.9
BHS,1966,146381,,340000000
BHS,1967,152621,,390196078.4
BHS,1968,158648,,444901960.8
BHS,1969,164265,,528137254.9
BHS,1970,169376,,538423153.7
BHS,1971,173894,,573400000
BHS,1972,177863,,590900000
BHS,1973,181519,,670900000
BHS,1974,185105,,632400000
BHS,1975,188895,,596200000
BHS,1976,192903,,642100000
BHS,1977,197100,,713000000
BHS,1978,201482,,832400000
BHS,1979,205991,,1139800100
BHS,1980,210589,,1335300000
BHS,1981,215321,,1426500000
BHS,1982,220182,,1578300000
BHS,1983,225095,,1732800000
BHS,1984,229913,,2041100000
BHS,1985,234579,,2320699900
BHS,1986,239020,,2472500000
BHS,1987,243265,,2713999900
BHS,1988,247451,,2817900000
BHS,1989,251738,,3062000000
BHS,1990,256227,,3166000000
BHS,1991,261007,,3111160000
BHS,1992,266028,,3109000000
BHS,1993,271065,,3092000000
BHS,1994,275849,,3259000000
BHS,1995,280179,,3429000000
BHS,1996,283980,,3609000000
BHS,1997,287363,,6332360000
BHS,1998,290600,,6833220000
BHS,1999,294063,,7683870000
BHS,2000,298045,,8076470000
BHS,2001,302618,,8317830000
BHS,2002,307657,,8881160000
BHS,2003,313123,,8870090000
BHS,2004,318893,,9055290000
BHS,2005,324848,,9836200000
BHS,2006,331032,,10167250000
BHS,2007,337387,,10618340000
BHS,2008,343680,,10526000000
BHS,2009,349600,,9981960000
BHS,2010,354936,,10095760000
BHS,2011,359583,,10070450000
BHS,2012,363581,,10720500000
BHS,2013,367162,,10562800000
BHS,2014,370625,,11176100000
BHS,2015,374200,,11861900000
BHS,2016,377923,,11834600000
BHS,2017,381749,,12357600000
